1313	12528572	I told them to send me another ticket.	Tôi bảo họ gửi tôi thẻ khác
1314	12528574	You're so impatient with me.	Bạn không thân thiện với tôi
1315	12528575	I can't live that kind of life.	Tôi không thể sống tốt cho đời này
1316	12528576	I once wanted to be an astrophysicist.	Tôi muốn 1 lần trở thành 1 nhà vật lí thiên văn học
1317	12528578	I never liked biology.	Tôi chưa bao giờ thích sinh học
1318	12529249	The last person I told my idea to thought I was nuts.	Người cuối cùng tôi nói ý tưởng của tôi nghĩ rằng tôi mất trí
1320	5685	It is unfortunately true.	Tiếc rằng cái đó là sự thật.
1322	8974687	Most people think I'm crazy.	Nhiều người nghĩ là tôi điên.
1322	8974689	Most people think I'm crazy.	Nhiều người cho là tôi bị điên.
1322	12529250	Most people think I'm crazy.	Hầu hết mọi người nghĩ tôi bị điên
1328	5687	Oh, there's a butterfly!	Ô kìa, con bươm bướm!
1330	9027868	It doesn't surprise me.	Điều đó không làm cho tôi ngạc nhiên.
1330	9027867	It doesn't surprise me.	Điều đó không làm tôi ngạc nhiên.
1330	9027866	It doesn't surprise me.	Điều đó không khiến tôi ngạc nhiên.
1330	12529253	It doesn't surprise me.	Nó không làm tôi ngạc nhiên
1333	12529254	It depends on the context.	Nó phụ thuộc vào ngữ cảnh
1333	5690	It depends on the context.	Cái đó tùy thuộc vào văn cảnh.
1335	12529255	That's the stupidest thing I've ever said.	Đó là điều ngu nhất mà tôi đã từng nói
1337	12529256	When I grow up, I want to be a king.	Khi tôi sinh ra, tôi muốn làm 1 nhà vua
1337	9554344	When I grow up, I want to be a king.	khi tôi lớn, tôi muốn trở thành một ông vua
1341	5695	I'm gonna shoot him.	Tao sẽ bắn hạ nó.
1341	9777644	I'm gonna shoot him.	Tôi sẽ bắn anh ta.
1341	9777639	I'm gonna shoot him.	Tôi sẽ bắn hắn.
1341	8892124	I'm gonna shoot him.	Tôi sẽ bắn nó.
1344	12529258	That was probably what influenced their decision.	Điều đó là có lẽ là đã ảnh hưởng đến quyết định của họ
1345	12533999	I've always wondered what it'd be like to have siblings.	tôi luôn tự hỏi sẽ như thế nào khi có anh chị sinh đôi
1347	12534000	It would take forever for me to explain everything.	tôi sẽ mất mãi mãi để giải thích mọi thứ
1348	8974619	That's because you're a girl.	Đó là vì bạn là một cô gái.
1348	8795102	That's because you're a girl.	Cái đó là tại vì bạn là con gái.
1348	12534001	That's because you're a girl.	đó là bởi vì bạn là 1 cô gái
1352	5697	I don't intend to be selfish.	Tôi không có ý định ích kỷ đâu.
1353	12534002	Let's consider the worst that could happen.	hãy cùng nhau xem xét những điều tồi tệ nhất có thể xảy đến
1354	12534005	How many close friends do you have?	bạn có bao nhiêu những người bạn thân ?
1354	5698	How many close friends do you have?	Bạn có bao nhiêu bạn thân?
1356	12534006	This is always the way it has been.	Đây là luôn luôn cách mà nó diễn ra
1357	12534008	I think it is best not to be impolite.	tôi nghĩ điều tốt nhất là không mất lịch sự
1358	12534015	One can always find time.	Một ai đó có thể luôn luôn tìm thấy thời gian
1358	5700	One can always find time.	Một người luôn luôn có thể kiếm thêm thì giờ.
1359	12534022	I'd be unhappy, but I wouldn't kill myself.	Tôi sẽ buồn nhưng tôi không muốn giết chết bản thân mình
1360	12534024	Back in high school, I got up at 6 a.m. every morning.	trở lại trường học , tôi dậy lúc 6 giờ mỗi buổi sáng
1366	12534027	In order to do that, you have to take risks.	để làm điều đó, bạn phải mạo hiểm
1368	9555067	Why do you ask?	tại sao bạn hỏi
1368	12534028	Why do you ask?	tại sao bạn lại hỏi
1372	5704	Whenever I find something I like, it's too expensive.	Hễ tôi kiếm được cái gì tôi thích thì nó lại đắt quá.
1372	12534030	Whenever I find something I like, it's too expensive.	khi tôi tìm kiếm thứ gì đó tôi thích, nó lại quá đắt
1373	12534031	How long did you stay?	Bạn đã ở đây bao lâu
1376	12534032	Humans were never meant to live forever.	Con người không bao giờ sống mãi mãi
1378	12534033	I think I have a theory about that.	Tôi nghĩ là tôi có lý thuyết về điều đó
1378	9555090	I think I have a theory about that.	tôi nghĩ tôi có một giả thuyết về điều đó
1383	12534035	I didn't know where it came from.	Tôi đã không biết nó đã đến từ đâu
1385	12534036	This is not important.	Điều này không quan trọng
1385	9555104	This is not important.	điều đó không quan trọng
1386	12534037	I didn't like it.	Tôi đã không thích nó
1386	12534475	I didn't like it.	Tôi không thích nó
1386	9555107	I didn't like it.	tôi không thích nó
1387	12534479	She's asking how that's possible.	Cô ấy đang hỏi làm thế nào mà nó có thể xảy ra
1388	12534483	You're just running away from life's problems.	bạn chỉ đang chạy thoát khỏi các vấn đề của cuộc sống
1390	8990221	There's a problem there that you don't see.	Có một vấn đề mà bạn không để ý.
1390	12534484	There's a problem there that you don't see.	Có 1 vấn đề ở đó mà bạn không nhìn thấy
1391	9555117	You can do it.	bạn có thể làm được
1391	12534485	You can do it.	Bạn có thể làm nó
1392	12534486	My physics teacher doesn't care if I skip classes.	Giáo viên vật lý của tôi không quan tâm nếu tôi bỏ tiết học
1392	5707	My physics teacher doesn't care if I skip classes.	Thầy vật lý không để ý đến việc lên lớp của tôi.
1394	9555134	I hate it when there are a lot of people.	tôi ghét nó khi có nhiều người
1394	5708	I hate it when there are a lot of people.	Tôi ghét những lúc đông người.
1395	12528551	I have to go to bed.	Tôi phải đi ngủ
1395	9555143	I have to go to bed.	tôi phải đi ngủ
1397	9555147	I won't ask you anything else today.	tôi sẽ không hỏi bạn bất cứ điều gì khác hôm nay
1397	12534489	I won't ask you anything else today.	Tôi sẽ không hỏi bạn bất cứ thứ gì khác hôm nay
1398	12534490	It may freeze next week.	Nó có thể lạnh vào tuần tới
1398	9555155	It may freeze next week.	nó có thể đóng băng vào tuần tới
1399	12534491	Even though he apologized, I'm still furious.	Mặc dù anh ấy đã xin lỗi, nhưng tôi vẫn rất giận dữ
1399	9555162	Even though he apologized, I'm still furious.	mặc dù anh ấy đã xin lỗi, tôi vẫn tức giận
1400	5709	The police will get you to find the bullets.	Cảnh sát sẽ bắt bạn tìm ra mấy viên đạn.
1402	9555167	That wasn't my intention.	đó không phải ý định của tôi
1402	12538134	That wasn't my intention.	Đó không phải là chủ ý cùa tôi
1403	9555171	Thanks for your explanation.	cảm ơn vì giải thích của bạn
1403	8974571	Thanks for your explanation.	Cảm ơn lời giải thích của bạn.
1403	8974572	Thanks for your explanation.	Cảm ơn bạn đã giải thích giúp tôi.
1403	12538139	Thanks for your explanation.	Cảm ơn về lời giải thích của bạn
1408	5711	I don't know what you mean.	Tôi không biết ý của bạn là gì.
1408	9555180	I don't know what you mean.	tôi không biết ý của bạn
1408	12538140	I don't know what you mean.	Tôi không biết bạn nghĩ gì
1410	5712	You wanted to tell me about freedom?	Bạn muốn nói với tôi về sự tự do hả?
1414	8974701	There are many words that I don't understand.	Có nhiều từ mà tôi không hiểu.
1414	12538142	There are many words that I don't understand.	Có rất nhiều từ mà tôi không hiểu
1417	5714	I need to ask you a silly question.	Tôi cần hỏi một câu hỏi ngớ ngẩn.
1417	12538144	I need to ask you a silly question.	Tôi cần hỏi bạn 1 câu hỏi ngớ ngẩn
1418	5715	I don't know how to demonstrate it, since it's too obvious!	Tôi không biết phải trình bày thế nào, bởi vì nó đã quá rõ ràng rồi.
1420	12538147	Can it be phrased in another way?	Nó có thể được diễn đạt theo cách khác không
1420	5716	Can it be phrased in another way?	Có thể nói cách khác được không?
1421	12538148	No one will know.	Không 1 ai sẽ biết
1423	12538149	It seems interesting to me.	Nó dường như thú vị đến tôi
1423	9559480	It seems interesting to me.	Nó có vể thú vị với tôi.
1424	8974597	Except that here, it's not so simple.	Nhưng ở đây thì nó không đơn giản như vậy đâu.
1424	5719	Except that here, it's not so simple.	Nhưng ở đây, không dễ dàng như vậy đâu.
1426	8989041	What did you answer?	Bạn đã trả lời như thế nào?
1426	8989038	What did you answer?	Bạn đã trả lời thế nào?
1426	12538151	What did you answer?	Bạn đã hỏi gì vậy
1427	5720	No, he's not my new boyfriend.	Không, anh ấy không phải bạn trai mới của tôi.
1429	5721	You never have class or what?!	Bạn không bao giờ có lớp hay sao?
1431	5722	Where is the problem?	Vấn đề ở đâu?
1431	8974592	Where is the problem?	Vấn đề nằm ở đâu?
1431	12538152	Where is the problem?	Vấn đề ở đâu
1432	8974587	I can only wait.	Tôi chỉ còn cách chờ đợi.
1432	8974584	I can only wait.	Tôi chỉ còn cách chờ đợi mà thôi.
1433	9559482	It's not much of a surprise, is it?	Nó không nhiều ngạc nhiên, đúng không?
1433	12538153	It's not much of a surprise, is it?	Nó không quá ngạc nhiên phải không
1435	9559484	I don't like you anymore.	Tôi không thích bạn nữa.
1435	12538154	I don't like you anymore.	Tôi không thích bạn nữa
1435	5725	I don't like you anymore.	Tao không thích mày nữa.
1438	12538158	I don't want to wait that long.	Tôi không muốn đợi lâu
1438	9559486	I don't want to wait that long.	Tôi không muốn đợi lâu như vậy.
1439	9559487	Why don't you come visit us?	Tại sao bạn không đến thăm chúng tôi?
1439	12538166	Why don't you come visit us?	Tại sao bạn không đến thăm chúng tôi
1439	934992	Why don't you come visit us?	Sao bạn không tới thăm tụi tôi?
1442	12538168	I shouldn't have logged off.	Tôi không nên đăng xuất
1442	9559488	I shouldn't have logged off.	Tôi không nên đăng xuất.
1443	12538171	I don't know what to do anymore.	Tôi không biết làm gì nữa
1443	5727	I don't know what to do anymore.	Tôi không còn biết phải làm gì nữa.
1443	9559489	I don't know what to do anymore.	Tôi không biết phải làm gì nữa.
1446	9559491	I didn't want this to happen.	Tôi không muốn điều này xảy ra.
1446	12538181	I didn't want this to happen.	Tôi không muốn điều này xảy ra
1446	5728	I didn't want this to happen.	Tôi cũng không muốn vụ này xảy ra.
1447	5729	You can probably guess what happens though.	Chắc bạn cũng đoán được cái gì xảy ra mà.
1449	12538220	What other options do I have?	Tôi có những lựa chọn nào khác
1449	5730	What other options do I have?	Tôi còn có sự chọn lựa nào khác nữa?
1451	5731	I have nothing better to do.	Tôi không có gì tốt hơn để làm hết.
1451	12538227	I have nothing better to do.	Tôi không có thứ gì tốt hơn để làm
1452	9559492	I can't explain it either.	Tôi cũng không giải thích được.
1452	12538229	I can't explain it either.	Tôi cũng không thể giải thích nó
1453	9559493	Everyone has strengths and weaknesses.	Mọi người có điểm mạnh và điểm yếu.
1453	5732	Everyone has strengths and weaknesses.	Người nào cũng có cái hay và cái dở của họ.
1458	9559494	It's not something anyone can do.	Đó không phải là điều mà ai cũng có thể làm.
1458	12538234	It's not something anyone can do.	Đó không phải thứ gì bất cứ ai có thể làm
1459	12538236	I don't know if I still have it.	Tôi không biết liệu tôi vẫn có nó
1459	5733	I don't know if I still have it.	Không biết là tôi còn không nữa.
1460	5734	What do you think I've been doing?	Bạn nghĩ tôi đang làm gì?
1460	12538238	What do you think I've been doing?	Bạn nghĩ tôi đang làm gì
1464	12538244	I was wondering if you were going to show up today.	Tôi đang tự hỏi rằng bạn sẽ đến hôm nay không
1466	3806614	How do you find food in outer space?	Làm sao để tìm thức ăn ngoài vũ trụ?
1466	5736	How do you find food in outer space?	Làm sao để tìm được thức ăn khi đang ở ngoài không gian?
1467	12538248	All you can do is trust one another.	Tất cả các bạn có thể làm là tin tưởng 1 ai đó
1467	9559495	All you can do is trust one another.	Tất cả bạn có thể làm là tin tưởng lẫn nhau.
1469	9559497	Why are you sorry for something you haven't done?	Tại sao bạn hối tiếc vì điều bạn chưa làm được?
1470	5738	I utterly despise formal writing!	Tôi rất ghét phải viết theo khuôn mẫu!
1473	5739	What keeps you up so late?	Bạn làm gì mà thức khuya quá vậy?
1473	12543180	What keeps you up so late?	Điều gì khiến bạn thức khuya vậy
1474	12543182	You'd be surprised what you can learn in a week.	Bạn nên ngạc nhiên về những thữ bạn có thể học trong 1 tuần
1475	12543183	I don't have anyone who'd travel with me.	Tôi không có bất cứ 1 ai đi du lịch cùng tôi
1476	12543184	You're not fast enough.	Bạn chưa đủ nhanh
1476	5740	You're not fast enough.	Bạn không đủ nhanh.
1477	5741	Life is hard, but I am harder.	Cuộc sống thì khó khăn đấy, nhưng tôi mạnh mẽ hơn nó nhiều.
1480	5743	Nothing is beautiful but the truth.	Chỉ có sự thật là tốt đẹp.
1481	12543186	Tomorrow, he will land on the moon.	Ngày mai, anh ấy sẽ đặt chân lên mặt trăng
1483	12543192	This is a pun.	Đây là 1 lời nói đùa cợt
1483	9559499	This is a pun.	Đó là một cách chơi chữ.
1485	12543194	I learned to live without her.	Tôi đã học cách để sống không có cô ấy
1487	12547606	I have too many things on my mind these days.	Tôi có quá nhiều thứ trong suy nghĩ của tôi mấy ngày nay
1488	12547613	I just wanted to check my email.	Tôi chỉ muốn kiếm tra email của tôi
1488	421462	I just wanted to check my email.	Tôi chỉ muốn kiểm tra hòm thư điện tử thôi.
1498	5746	Stop seeing me as a "normal" person!	Đừng coi tôi như người "bình thường"!
1499	3481620	Are you referring to me?	Bạn đang nói về tôi à?
1499	12547648	Are you referring to me?	Bạn đang đề cập đến tôi à
1504	10557698	Would you like something to drink?	Bạn có muốn thức uống gì không?
1504	12547655	Would you like something to drink?	Bạn có muốn thứ gì đó để uống không
1508	9032761	"What's going on in the cave? I'm curious." "I have no idea."	"Có chuyện gì đang xảy ra bên trong cái hang nhỉ? Tôi tò mò quá!" "Tôi có biết gì đâu."
1508	5748	"What's going on in the cave? I'm curious." "I have no idea."	"Trong hang đang xảy ra chuyện gì vậy? Tôi rất là tò mò." "Tôi cũng không biết nữa."
1508	9032763	"What's going on in the cave? I'm curious." "I have no idea."	"Có chuyện gì đang xảy ra bên trong cái hang đó nhỉ? Tôi tò mò quá đi mất thôi!" "Tôi không biết gì đâu."
1508	9032762	"What's going on in the cave? I'm curious." "I have no idea."	"Có chuyện gì đang xảy ra bên trong cái hang đó nhỉ? Tôi tò mò quá đi mất!" "Tôi có biết cái gì đâu."
1512	5752	"Trust me," he said.	"Tin tôi đi," anh ấy nói.
1513	5753	"This is what I was looking for!" he exclaimed.	"Đây đúng là thứ mà tôi đang tìm" anh ta kêu lên.
1519	5754	Someday I'll run like the wind.	Sẽ có một ngày tôi sẽ chạy nhanh như gió.
1522	12547679	Let me know if there is anything I can do.	Hãy cho tôi biết liệu rằng có bất cứ thứ gì tôi có thể làm
1522	9559501	Let me know if there is anything I can do.	Hãy cho tôi biết nếu có bất cứ điều gì tôi có thể làm.
1522	5755	Let me know if there is anything I can do.	Cần gì thì cứ việc nói với tôi.
1525	12547684	Class doesn't begin until eight-thirty.	Lớp không bắt đầu cho đến 8 rưỡi
1526	9559502	I want a boat that will take me far away from here.	Tôi muốn một chiếc thuyền sẽ đưa tôi đi xa khỏi nơi đây.
1526	12547697	I want a boat that will take me far away from here.	Tôi muốn 1 con tàu mà sẽ đưa tôi đi ra xa khỏi nơi đây
1532	5758	Communism will never be reached in my lifetime.	Cộng sản sẽ chẳng bao giờ tồn tại đến đời của tôi.
1535	12547702	If you see a mistake, then please correct it.	Nếu bạn nhìn thấy 1 lỗi , vui lòng hãy sửa nó sau đó
1536	5759	Place the deck of cards on the oaken table.	Làm ơn để bộ bài trên bàn gỗ sồi.
1540	12547703	Why don't we go home?	Tại sao chúng ta không về nhà
1540	5760	Why don't we go home?	Sao mình không đi về đi?
1541	12547704	I'm sorry, I can't stay long.	Tôi xin lỗi , tôi không thể ở lại lâu
1544	5761	One million people lost their lives in the war.	Một triệu người đã ngã xuống trong cuộc chiến đó.
1544	9183343	One million people lost their lives in the war.	Hàng triệu người đã mất mạng trong cuộc chiến tranh đó.
1544	12547718	One million people lost their lives in the war.	1 triệu người đã mất nơi ở của họ trong chiến tranh
1552	5763	It wasn't me, commissioner!	Sếp à, không phải tôi đâu!
1555	5765	When I left the train station, I saw a man.	Khi tôi ra khỏi ga xe lửa, tôi gặp một gã đàn ông.
1559	5766	Well, the night is quite long, isn't it?	Đêm cũng dài quá ha?
1561	5767	Did you miss me?	Có nhớ tôi không?
1561	12547720	Did you miss me?	Bạn đã nhớ tôi
1563	12547724	Are they all the same?	Họ có giống nhau không
1564	5768	Thank you very much!	Cám ơn bạn nhiều nghe!
1568	12547728	That's a good idea!	Đó là 1 ý tưởng tốt
1568	8974528	That's a good idea!	Ý hay đấy!
1568	8974519	That's a good idea!	Đó là một ý kiến hay!
1568	8974520	That's a good idea!	Đó là một ý tưởng hay!
1570	12550047	It's a pity when somebody dies.	Thật là thương xót khi những người đó mất
1573	5771	Pull into shape after washing.	Xếp gọn gàng sau khi giặt xong.
1574	5772	Wash before first wearing.	Giặt trước khi mặc lần đầu.
1575	5773	Don't open before the train stops.	Đừng mở trước khi xe lửa ngừng lại.
1577	12550048	Those who live in glass houses should not throw stones.	Những người mà sống trong nhà kính không nên ném đá
1578	12550050	They say love is blind.	Họ nói yêu là mù quáng
1581	12550053	The only useful answers are those that raise new questions.	Chỉ những câu hỏi hữu ích là những câu hỏi mà có thể đặt ra những câu hỏi mới
1581	14025002	The only useful answers are those that raise new questions.	Chỉ những câu trả lời kéo theo nhiều câu hỏi khác mới là câu trả lời hay.
1584	5776	Seeing that you're not surprised, I think you must have known.	Anh có vẻ không bất ngờ nhỉ, chắc anh đã biết cả rồi.
1585	5777	How long does it take to get to the station?	Mất bao nhiêu thời gian để đi từ đay tới ga?
1585	12550054	How long does it take to get to the station?	Khoảng thời gian đến trạm là bao lâu
1595	5782	"How do you feel?" he inquired.	"Bạn thấy sao?" anh ấy hỏi.
1597	12550056	It's impossible for me to explain it to you.	Nó thật bất khả thi để tôi có thể giải thích nó cho bạn
1597	9560016	It's impossible for me to explain it to you.	Tôi không thể giải thích cho bạn.
1597	5784	It's impossible for me to explain it to you.	Tôi không thế nào giải nghĩa cho bạn được.
1598	5785	I don't want to spend the rest of my life regretting it.	Tôi không muốn cả đời hối tiếc vì chuyện này.
1599	12550057	It would be fun to see how things change over the years.	Nó rất vui để nhìn những thứ thay đổi như thế nào trong vài năm
1600	5786	I would never have guessed that.	Tôi cũng không đoán được.
1600	12550060	I would never have guessed that.	Tôi sẽ không bao giờ đoán nữa
1601	12550067	Imagination affects every aspect of our lives.	Sự tưởng tượng ảnh hưởng đến mọi khía cạnh của cuộc sống chúng tôi
1601	5787	Imagination affects every aspect of our lives.	Sự tưởng tượng ảnh hưởng đến mọi khía cạnh cuộc sống của chúng ta.
1602	12550069	You'll forget about me someday.	Bạn sẽ quên chúng tôi 1 ngày nào đó
1603	12550075	That is rather unexpected.	Điều đó khá là bất ngờ
1604	9560025	I wonder how long it's going to take.	Tôi tự hỏi nó sẽ biết bao lâu.
1604	12550079	I wonder how long it's going to take.	Tôi tự hỏi là mất bao lâu
1607	12550083	Nothing is achieved without effort.	Không có gì mà đạt được mà không cần nỗ lực
1610	12550085	Let me know if I need to make any changes.	Hãy cho tôi biết nếu tôi cần làm nhiều sự thay đổi
1612	5788	We can't sleep because of the noise.	Chúng tôi không ngủ được vì ồn quá.
1615	12550086	Do whatever he tells you.	Làm bất cứ điều gì mà anh ấy nói với bạn
1615	5789	Do whatever he tells you.	Tốt nhất là hãy làm theo mọi thứ anh ấy nói với bạn.
1615	9560026	Do whatever he tells you.	Làm bất cứ điều gì anh ấy nói với bạn.
1616	9560027	I can walk to school in 10 minutes.	Tôi có thể đi bộ tới trường trong 10 phút.
1616	12550087	I can walk to school in 10 minutes.	Tôi không thể đi bộ đến trường trong 10 phút
1618	5791	It is already eleven.	Đã mười một giờ rồi.
1618	12554057	It is already eleven.	Đã 11 giờ rồi
1622	537033	What do you want?	Bạn muốn gì?
1625	12554086	I have a bone to pick with you.	Tôi có 1 khúc xương để chọn với bạn
1626	12554089	Do you need me to give you some money?	Bạn có cần tôi tặng 1 chút tiền không
1627	5792	Paris is the most beautiful city in the world.	Paris là một thành phố đẹp nhất thế giới.
1630	12554090	I have a dream.	Tôi có 1 giấc mơ
1630	5793	I have a dream.	Tôi có ước mơ.
1632	5795	The cost of life increased drastically.	Giá sinh hoạt đã nhất loạt tăng.
1635	5796	But the universe is infinite.	Nhưng mà vũ trụ là vô tận.
1635	5150292	But the universe is infinite.	Nhưng vũ trụ là vô hạn.
1637	5797	And yet, the contrary is always true as well.	Nhưng, sự trái ngược cũng luôn luôn có lý.
1642	5798	You're by my side; everything's fine now.	Có em bên cạnh thì bây giờ mọi thứ đều ổn cả rồi.
1643	5799	What do you mean you don't know?!	Ý cậu là cậu không biết hả?!
1645	12554094	I think I'm gonna go to sleep.	Tôi nghỉ tôi sẽ đi ngủ
1647	12554095	I like it very much.	Tôi thích nó rất nhiều
1650	5801	I have to go shopping. I'll be back in an hour.	Tôi đi mua sắm một chút. Một tiếng sau trở lại.
1650	12554099	I have to go shopping. I'll be back in an hour.	Tôi sẽ đi mụa sắm. Tôi sẽ trở lại sau 1 giờ
1651	12554101	Is it far from here?	Nó có xa nơi đây không ?
1652	12554108	These things aren't mine!	những thứ đó không phải của tôi
1654	12554114	Would you like to dance with me?	Bạn có thích nhảy cùng tôi không
1658	12554118	Italy is a very beautiful country.	Ý là một đất nước rất đẹp
1659	5804	It's not my fault!	Không phải lỗi của tôi!
1660	12554135	I'd like to stay for one night.	Tôi muốn ở trong 1 đêm
1660	9564999	I'd like to stay for one night.	Tôi muốn ở lại một đêm.
1662	12554139	Is there a youth hostel near here?	Có 1 nhà trọ thanh niên nào ở gần đây không ?
1663	12554141	Where are the showers?	phòng tắm ở đâu ?
1666	510359	I have lost my wallet.	Tôi bị mất ví.
1674	12554145	There are too many things to do!	Có quá nhiều thứ để làm
1674	5806	There are too many things to do!	Có nhiều thứ để làm quá!
1674	9565022	There are too many things to do!	Có quá nhiều việc để làm!
1677	8974652	Don't you even think of eating my chocolate!	Đừng có mà nghĩ đến chuyện ăn sô-cô-la của tôi!
1679	5808	Thanks to you I've lost my appetite.	Nhờ ơn của bạn tôi hết còn thèm ăn.
1679	12554169	Thanks to you I've lost my appetite.	Nhờ có bạn mà tôi đã hết thèm ăn
1680	12554167	I really need to hit somebody.	Tôi cần đấm 1 vài người
1680	5809	I really need to hit somebody.	Tôi muốn đấm ai đó cho thỏa thích.
1681	5810	Who doesn't know this problem?!	Ai lại không biết về vấn đề này?!
1689	12556758	It is very hot today.	Hôm nay quá nóng
1689	9565224	It is very hot today.	Hôm nay rất nóng.
1698	5813	Look at me when I talk to you!	Làm ơn nhìn mặt tôi khi nói chuyện!
1698	12556762	Look at me when I talk to you!	Hãy nhìn vào tôi khi tôi nói chuyện với bạn
1699	12556764	What would the world be without women?	Thế giới sẽ như thế nào nếu không có phụ nữ
1700	12556766	What if you gave a speech and nobody came?	Điều gì xảy ra nếu bạn phát biểu và không 1 ai đến
1700	5814	What if you gave a speech and nobody came?	Nếu bạn phát biểu nhưng không ai tới thì sao?
1701	12556767	I don't know what to say to make you feel better.	Tôi không biết nói gì để làm bạn trở lên tốt hơn
1703	12556788	I was trying to kill time.	Tôi đang cố gắng giết thời gian
1704	12556799	How did you come up with this crazy idea?	Bạn đã phát triển với ý tưởng điên rồ đó như thế nào
1706	12556805	Who wants some hot chocolate?	Ai muốn 1 chút socola nóng không
1709	12556816	When do we arrive?	Chúng tôi đến khi nào
1711	5816	And what are we going to do?	Còn chúng tôi làm gì?
1712	12556818	I have a headache.	Tôi bị đau đầu
1712	9001478	I have a headache.	Tôi bị đau đầu.
1712	5817	I have a headache.	Tôi bị nhức đầu.
1714	5818	I must admit that I snore.	Tôi phải nhận là tôi có ngáy...
1717	12556826	I don't feel well.	Tôi không cảm thấy khỏe
1721	12556829	My shoes are too small. I need new ones.	Đôi giày của tôi quá nhỏ. Tôi cần 1 đôi mới
1721	9565448	My shoes are too small. I need new ones.	Giày của tôi quá nhỏ. Tôi cần giày mới.
1721	5819	My shoes are too small. I need new ones.	Giày của tôi bé quá, tôi cần đôi mới.
1726	12556831	You should have listened to me.	Bạn nên lắng nghe tôi
1729	12557650	What does it involve?	Nó liên quan đến cái gì
1736	12557703	He would be glad to hear that.	Anh ấy sẽ cười khi nghe điều đó
1740	5823	When you're trying to prove something, it helps to know it's true.	Nếu muốn chứng minh điều gì thì trước hết phải biết là nó đúng đã.
1746	12557746	Anything that can be misunderstood will be.	Bất cứ thứ gì mà có thể bị hiểu lầm thì sẽ luôn như vậy
1746	5824	Anything that can be misunderstood will be.	Cái gì dễ bị hiểu lầm thì sẽ luôn như vậy thôi.
1748	12557782	Why is life so full of suffering?	Tại sao cuộc lại đầy những đau khổ vậy
1753	12557783	I would like to give him a present for his birthday.	Tôi sẽ rất thích tặng anh ấy 1 món quá cho ngày sinh nhật của anh ấy
1758	5827	I am married and have two children.	Tôi có chồng và hai đứa con.
1758	12557786	I am married and have two children.	Tôi đã cưới và có 2 đứa con
1759	12557789	He plays the piano very well.	Anh ấy chơi piano rất giỏi
1762	12557799	You don't know who I am.	Bạn không biết tôi là ai
1763	12557802	Why don't you eat vegetables?	Tại sao bạn không ăn rau củ
1763	5829	Why don't you eat vegetables?	Sao không ăn rau vậy?
1764	12557804	Why do people go to the movies?	Tại sao mọi người đi xem phim
1766	5830	The car crashed into the wall.	Cái xe đã đụng vô tường.
1766	1575816	The car crashed into the wall.	Chiếc xe hơi đã đâm vào tường.
1766	1575817	The car crashed into the wall.	Chiếc xe ô tô đã đâm vào tường.
1771	12557816	The wind calmed down.	cơn gió đã giảm xuống
1777	12557821	Rome wasn't built in a day.	Rome đã không được xây trong 1 ngày
1782	9381344	Wine is poetry in bottles.	Rượu vang là thơ ca được chứa đựng trong chai.
1782	9381346	Wine is poetry in bottles.	Rượu vang là thơ ca đựng trong chai.
1782	740819	Wine is poetry in bottles.	Rượu vang, đó là thơ đóng chai.
